Date,Open,High,Low,Close,Adj Close,Volume
9/15/22,392.959991,395.959991,377.380005,377.390015,370.021118,448018600
9/22/22,376.579987,378.299988,360.869995,370.529999,364.787415,523497000
9/29/22,366.809998,379.459991,357.040009,377.089996,371.245728,548088500
10/6/22,375.619995,378.720001,355.709991,356.559998,351.033936,435640400
10/13/22,349.209991,375.450012,348.109985,368.5,362.788879,541069500
10/20/22,368.029999,387.579987,363.540009,382.019989,376.099365,487692000
10/27/22,383.070007,390.390015,374.76001,374.869995,369.060211,491303100
11/3/22,371.470001,385.119995,368.790009,374.130005,368.331635,422028800
11/10/22,388.049988,402.309998,385.640015,395.450012,389.321228,468902200
11/17/22,390.459991,402.929993,390.140015,402.420013,396.183228,347352600
11/24/22,401.829987,407.679993,393.299988,407.679993,401.361664,295303700
12/1/22,408.769989,410,391.640015,393.160004,387.066711,382930800
12/8/22,395.140015,410.48999,393.149994,399.399994,393.209991,449485200
12/15/22,394.299988,395.25,377.850006,386.230011,380.24411,470036600
12/22/22,383.049988,386.209991,374.769989,376.660004,372.525269,282527900
12/29/22,379.630005,386.429993,377.829987,383.76001,379.547333,311777900
1/5/23,381.720001,395.600006,378.76001,395.519989,391.178192,389377400
1/12/23,396.670013,400.230011,391.279999,391.48999,387.192444,316371200
1/19/23,389.359985,402.649994,387.26001,400.350006,395.9552,407269300
1/26/23,403.130005,413.670013,400.029999,410.799988,406.290436,403106600
2/2/23,414.859985,418.309998,407.570007,410.649994,406.14212,423904800
2/9/23,414.410004,415.049988,405.01001,413.980011,409.435608,364323100
2/16/23,408.790009,412.910004,397.019989,398.540009,394.16507,332087500
2/23/23,401.559998,402.200012,393.380005,394.73999,390.406769,481026900
3/2/23,392.679993,407.450012,392.329987,398.920013,394.540894,431100900
3/9/23,399.73999,401.480011,380.649994,389.279999,385.006683,781737600
3/16/23,386.820007,402.48999,386.290009,392.109985,387.805634,580134200
3/23/23,395.089996,401.600006,389.399994,401.350006,398.459137,441413700
3/30/23,404.089996,411.920013,401.76001,407.600006,404.664154,381095400
4/6/23,406.769989,412.170013,405.679993,408.049988,405.110901,273142600
4/13/23,409.179993,415.720001,407.98999,414.140015,411.157043,349200000
4/20/23,411.209991,413.700012,403.779999,404.359985,401.447449,391843600
4/27/23,407,417.619995,406.73999,408.019989,405.081116,439956600
5/4/23,406.929993,414.540009,403.73999,412.850006,409.876343,378155700
5/11/23,411.950012,415.859985,409.070007,415.230011,412.239197,339878400
5/18/23,414.899994,420.720001,409.880005,411.089996,408.128998,437199500
5/25/23,414.73999,422.579987,412.410004,417.850006,414.840332,367819400
6/1/23,418.089996,429.619995,416.790009,426.549988,423.477631,395087400
6/8/23,426.619995,439.059998,425.820007,437.179993,434.031067,420311700
6/15/23,436.329987,443.899994,434.329987,434.940002,431.80722,377567100
6/22/23,433.950012,437.440002,431.190002,436.390015,434.85614,383985000
6/29/23,435.959991,444.299988,435.540009,443.130005,441.572418,264015600
7/6/23,439.420013,447.480011,437.059998,446.019989,444.45224,385566200
7/13/23,447.899994,456.429993,447.450012,455.200012,453.600006,341503300
7/20/23,454.170013,456.98999,451.440002,455.51001,453.908905,322104500
7/27/23,459.019989,459.440002,449.350006,450.130005,448.547821,383471500
8/3/23,448.040009,452.899994,444.959991,445.75,444.183228,372836800
8/10/23,448.190002,451.700012,439.529999,439.640015,438.094696,365352200
8/17/23,441.160004,443.670013,433.01001,443.029999,441.472778,396692600
8/24/23,444.690002,451.670013,435,451.01001,449.424744,404573600
8/31/23,451.649994,453.670013,443.809998,446.220001,444.65155,250885000
9/7/23,443.109985,448.769989,442.75,446.51001,444.940552,319959900
9/14/23,449.070007,451.079987,438.429993,438.640015,437.098206,400021600
9/21/23,435.700012,435.970001,422.290009,426.049988,426.049988,476554500
9/28/23,425.480011,431.850006,420.179993,424.660004,424.660004,482349000
10/5/23,424.359985,437.220001,420.600006,436.320007,436.320007,404778800
10/12/23,436.950012,437.339996,431.230011,433.660004,433.660004,81040700
